Column1,특성추출(가중치순 상위 50개),종목명
122,"직원들,윤종규,KB,ESG,타운홀미팅,관계자,스마트워킹,서울,국민은행,KB금융,동반성장,홀미팅,넘버원,책임감,육아휴직,지속가능성,기업문화,업무효율,여의도,신사옥,지배구조,푸르덴셜생명,KB금융그룹,타운홀,유튜브,시간DATE,CEO,직원,회장,경영,그룹",KB금융
123,"직원들,윤종규,스마트워킹,KB,타운홀미팅,ESG,관계자,KB금융,미얀마,국민은행,유튜브,실시간,푸르덴셜생명,타운홀,경영자,책임감,신세대들,사회자,멜랑,시간DATE,지배구조,기업문화,최고경영자,동반성장,브로콜리,콜리,신성장",KB금융
124,"타운홀미팅,유튜브,직원들,윤종규,KB,ESG,넘버원,경영서,코로나19,채팅창,미얀마,육아휴직,동반성장,소통법,지배구조,책임감,푸르덴셜생명,신성장,시간DATE,KB금융,직원,회장,경영,금융,성장,스마트,미래,사회,환경,방식,워킹",KB금융
125,"뉴딜,KB,한국판,윤종규,협의회,혁신금융,혁신기업,KB금융,순증,KB뉴딜,일자리,수소경제,ETF",KB금융
126,"뉴딜,KB,혁신금융,한국판,윤종규,혁신기업,협의회,BRIDGE,순증,KB금융,일자리,창업지원,코리아뉴딜",KB금융
127,"뉴딜,KB,혁신금융,윤종규,아젠다,혁신기업,협의회,순증,앞장,계열사,일자리,경영진,6조,지배구조,8조,가속화,KB금융,국민은행장",KB금융
128,"뉴딜,KB,혁신금융,한국판,순증,윤종규,KB금융,협의회,경영진,확대운영,6400건,계열사,지배구조,활성화,박람회,6조,취업박람회,국민은행장,굿잡,8조,66조,속도감,혁신기업,조기달성,76조,코리아,혁신금융협의회,KB뉴딜,ESG,KB혁신금융협의회,KB금융그룹",KB금융
129,"뉴딜,KB,아젠다,윤종규,혁신금융,혁신기업,협의회,한국판,순증,브릿지,창업지원,디지털화,KB뉴딜,KB금융,코리아뉴딜",KB금융
130,"ESG,신한금융,만큼,금융업계,신경전,금융사,신한,금융업,사회공헌,리딩,탈석탄,금융그룹,적도원칙,KB,한국판,뉴딜,코로나바이러스,KB금융,소비자",KB금융
131,"사외이사,KB금융,이사회,사주조합,금융권,노조추천이사제,국민연금,ESG,KB,류제강,전문가,주주가치,후보군,더불어민주당,지배구조,서울대,찬성률,류영재,위원장,전문위원회,박홍배,서스틴베스트,3전,위원회",KB금융
132,"KB금융,넘버원,KB,사주조합,1조,윤종규,3연임,2조,푸르덴셜생명,순이익,신한금융,시총",KB금융
133,"KB금융,자문사,3연임,KB,윤종규,류영재,서울,서울대,서스티베스트,윤순진,사주조합,구조원,경쟁력,찬성률",KB금융
134,"윤종규,사주조합,의결권,KB,KB금융,자문사,이사회,넘버원,지분율,이사제,주주총회,ESG,개방적",KB금융
135,"허인,KB,윤종규,넘버원,서울대,서울,류영재,서스틴베스트,윤순진,3연임,지배구조,전문가,임시주주총회,KB금융지주,여의도,대학원,KB금융,상무이사,기타비",KB금융
136,"사주조합,KB금융,KB,윤종규,3연임,여의도,서울,주주총회,이사제,지배구조,서스틴베스트,서울대,대표이사,찬성률,류영재",KB금융
137,"사외이사,KB금융,이사회,KB,넘버원,윤종규,찬성률,국민은행,임시주주총회,의결권,3연임,자문사,위원회,후보군,ESG,서울대",KB금융
138,"KB금융,ESG,윤종규,KB,넘버원,이사제,노조추천,전문가,자문사,서울대,4호,3연임,지배구조",KB금융
139,"사주조합,자문사,넘버원,KB,KB금융,윤종규,3연임,더불어민주당,여의도,전문가,류영재,서울,서울대,ESG,서스틴베스트",KB금융
140,"윤종규,사외이사,찬성률,KB,허인,3연임,한차례,여의도,넘버원,서울대,KB금융,서울,윤순진,KB금융그룹,류영재,서스틴베스트",KB금융
141,"이사회,KB,전문가,KB금융,사주조합,윤종규,류제강,금융권,ESG,후보군,서울대,류영재,서울,지배구조,노조추천이사제,서스틴베스트,영등포구,국민은행장,찬성률,허인",KB금융
142,"전문가,KB,사주조합,KB금융,류제강,이사회,ESG,윤종규,지배구조,류영재,서울대,노조추천이사제,서스틴베스트,찬성률,윤순진,비은행,경쟁력,이사제,노조위원장,국민은행장,위원장,대학원,지분율,주주가치,추천안",KB금융
143,"사외이사,사주조합,KB,ESG,자문사,윤종규,류영재,국민은행장,3연임,윤순진,KB금융,고양,하승수,금융플랫폼,내정자",KB금융
144,"KB금융,윤종규,ESG,KB,이사제,노조추천,전문가,자문사,서울대,지배구조,3연임,국민은행,류영재",KB금융
145,"위원회,투자자,KB금융,KB,사외이사,자문사,사주조합,가능성,사실상,ESG,전문가,글래스루이스,의결권,적어,하승수",KB금융
146,"KB금융,위원회,투자자,KB,자문사,사외이사,사주조합,최대주주,국민연금,사실상,ESG,전문가,가능성,글래스루이스,의결권",KB금융
147,"친환경,탈석탄,신한금융,금융사,ESG,배출량,아시아,지배구조,이동걸,산업은행,삼성화재,삼성생명,KB금융,삼성,발전소",삼성생명
148,"비은행,KB,푸르덴셜생명,KB금융,5만,신한금융투자,순이익,2조,키움증권,캄보디아,1조,수수료,바젤,김은갑,연구원,김수현,위원회,관계자,IBK투자증권,프라삭",키움증권
149,"KB,KB금융,ESG,계열사,금융권,관계자,캄보디아,머리글자,푸르덴셜생명,재미본,TERRITORY,마이페이먼트,이사회,CORE,외부업체,마이데이터,자회사,뱡향,뱡향성,경쟁력,프라삭,1조",KB금융
150,"ESG,다우존스,KB금융,미국,KB,관계자,DJSI,스위스,지배구조,로베코샘,우수성,2500여,공신력,KB금융그룹,경영,금융,평가,은행,월드,지수,연속,세계,투자,글로벌,기관,기업,분야",KB금융
151,"DJSI,지배구조,ESG,관계자,은행산업,KB,금융회사,KB금융,프랑스,파리바,네덜란드,스페인,국립호주은행,대외기관,공신력,호주은행,지속가능,산탄데르,호주,경제적,노력들,다우존스,다우존스지속가능경영지수,BNP,AMRO,ABN,BNP파리바,KB금융지주,ENVIRONMENT",KB금융
152,"DJSI,월드지수,다우존스,1위,은행산업,미국,KB,ESG,다우존스인덱스,최우수기업,환경적,지배구조,구조원,한국,금융회사,KB금융,DJSI월드,KB금융그룹,경영,금융,글로벌,기업,성과,연속,지수,사회,환경,지배,평가,편입,월드,지속,투자",KB금융
153,"ESG,DJSI,KB,월드지수,지배구조,관계자,1위,선도기업,그린웨이,KB금융,금융그룹,정보보안,윤종규,대외기관,50조,지속가능,이사회,공신력,노력들,리스크관리,다우존스,배출량,20조,위원회",KB금융
154,"DJSI,ESG,1위,다우존스,관계자,금융회사,은행산업,KB,프랑스,파리바,네덜란드,스페인,윤종규,국립호주은행,미국,공신력,호주은행,대외기관,산탄데르,호주,구조원,한국,KB금융그룹,BNP,AMRO,ABN,BNP파리바,ESG평가,KB금융",KB금융
155,"DJSI,미국,다우존스,월드지수,ESG,금융사,은행산업,관계자,금융회사,KB,스위스,ESG경영,1위,KB금융,KB금융그룹,JONES,프랑스,파리바",KB금융
156,"ESG,DJSI,1위,은행산업,윤종규,선도기업,미국,다우존스,KB,관계자,KB금융그룹,KB금융,ESG경영,금융그룹,평가지수",KB금융
157,"1위,ESG,DJSI,은행산업,다우존스,KB금융,지속가능,금융회사,지배구조,미국,2위,INDEX,프랑스,파리바,네덜란드,스페인,국립호주은행,정보보안,산탄데르,호주은행,다우존스인덱스,스탠더드앤드푸어스,리스크관리",KB금융
158,"친환경,KB,연합체,KB금융그룹,사용량,에코,해빗,관계자,서울,그린웨이,환경부,지자체,서울시,ECO,BIT,ALLIANCE,KB금융,50조,배출량,HA,출범식,을지로,탄소배출량,저탄소,임직원",KB금융
159,"연합체,친환경,KB,을지로,에코,서울,해빗,그린웨이,사용량,KB금융,서울시,환경부,PLASTIC,스타벅스코리아,PAPERLESS,ECO,BIT,종이통장,지방자치단체,종이사",KB금융
160,"사외이사,KB금융,이사회,자문사,KB,ESG,전문가,글래스루이스,서울대,윤순진,류영재,지배구조,서스틴베스트,구조원,자문사들",KB금융
161,"사외이사,사주조합,KB금융,KB,KCGS,이사제,노동자,서울대,류영재,류제강,서스틴베스트,윤순진,구조원,이사회,우리금융지주",우리금융지주
162,"사외이사,사주조합,KB금융,조합원,전문가,KB,관계자,투자자,국민연금,지분율,ESG,회삿돈,JP,독립성,다양성,그간,불투명",KB금융
163,"사외이사,KB금융,사주조합,이사회,KB,투자자,자문사,ESG,조합장,이사제,외국인",KB금융
164,"사주조합,KB금융,사외이사,KB,의결권,이사제,투자자,자문사,이사회,지분율,류영재,윤순진,주주총회,선임안,보고서",KB금융
165,"KB,KB금융,이사회,자문사,선임안,보고서,KCGS,류제강,ESG,지배구조,여의도,서울,전문가,공식화,참고서류",KB금융
166,"사주조합,표대결,KB,조합원,외국인,서울대,윤순진,KB금융,류영재,서스틴베스트,관계자,지분율,모간체이스뱅크,지배구조,최대주주,전문가,주주제안,자문기구,대학원,국민연금,자사주,676억,제안서",KB금융
167,"사주조합,사외이사,KB,의결권,체이스뱅크,자사주,이사회,지분율,조합원,서울대학교,류영재,윤순진,KB금융,서스틴베스틴,KB금융지주",KB금융
168,"사외이사,사주조합,KB,KB금융,ISS,전문가,이사회,사측,보고서,노동이사제,류영재,서울대,ESG,관계자,서스틴베스트,윤순진,노조추천이사제,외국인,주주들,지배구조,경영진,기업은행,조합장,노조위원장",기업은행
169,"사외이사,선임안,사주조합,ESG,ISS,보고서,KB,윤순진,전문가,류영재,윤종규,이사회,자문사,KB금융그룹,KB금융,국민은행장,서울대,서스틴베스트,KB국민은행장,자문기관",KB금융
170,"이사회,사외이사,주주제안,ESG,전문가,만큼,사주조합,위원회,KB,지배구조,후보군,KB금융",KB금융
171,"사외이사,이사회,전문가,KB,ESG,지배구조,윤종규,윤순진,여의도,서울,사주조합장,조합장,류영재,서울대,서스틴베스트,KB금융,후보군",KB금융
172,"영구채,신한금융,2조,푸르덴셜생명,1조,KB,우리금융지주,코로나19,감염증,금융지주사,자본시장,순이익,금융사,신한은행,KB금융,2000억,피해자,4만,신한금융지주",우리금융지주
173,"이사회,사외이사,더불어민주당,위원장,KB금융,KB,ESG,박홍배,자문사,서울대,민병덕,류영재",KB금융
174,"이사회,사외이사,KB,사주조합,전문가,서울대,류영재,서스틴베스트,사무국,KB금융,지배구조,윤순진,공식화,KB금융그룹,표대결,대학원,주주들,정족수,노조추천이사제,제안서,이사제,판가름,노동조합,임시주총",KB금융
175,"KB금융,사외이사,KB,주주총회,이사회,지배구조,전문가,백승헌,국민은행,조합장,윤종규,노조원,사주조합장,류제강,서울대",KB금융
176,"이사회,사외이사,전문가,사주조합,ESG,KB금융,후보군,위원회,주주총회,KB,주주제안,류영재,서울대,이사제,서스틴베스트,노조추천이사제,탈석탄금융,구조원,한국기업지배구조원,한국,판가름,KB금융지주",KB금융
177,"이사회,사외이사,사주조합,ESG,후보군,전문가,위원회,임시주총,KB,주주들,서울대,KB금융,류영재",KB금융
178,"이사회,전문가,ESG,KB,사주조합,위원회,의결권,주주제안,지배구조,후보군,KB금융",KB금융
179,"사주조합,이사회,주주총회,KB,전문가,서울대,류영재,KB금융,서스틴베스트,주총서,표대결,후보군,모건,위임장,지배구조,임직원",KB금융
180,"이사회,KB금융,ESG,위원장,문재인,사외이사,이사제,전문가,의결권,지배구조,표대결,박홍배,KB,자문사",KB금융
181,"ESG,시상식,한국,관계자,지배구조,KB,KCGS,지배구조평가,구조원,ESG경영,위원회,통합등급,ESG우수기업,KB금융지주,ESG위원회,KB금융,ESG평가,기업,금융,선정,회사,지배,창출,등급,결과,구조,우수,연속,평가,경영",KB금융
182,"ESG,시상식,KB,한국기업지배구조원,관계자,지배구조,저탄소,윤종규,금융회사,KCGS,지배구조평가,한국,50조,KB금융,사내이사,통합등급,배출량,20조,이사회,위원회,구조원",KB금융
183,"ESG,최우수기업,금융사,이사회,시상식,KB금융,우수기업,지배구조,한국경영인증원,위원회,1위,지배구조평가,KCGS,한국,KB,사내이사,ESG위원회,글로벌스탠더드경영대상,ESG경영,윤종규,KB금융그룹",KB금융
184,"콜옵션,관계자,친환경,지속가능채권,KB금융,3000억,8540억,응찰율,선제적,KB,모집예정금액,650억,4350억,금융지원,자본적정성,ESG채권,ESG,지주사,금융,발행,원화,채권,사업,자본,형태,금리,최저,사회,사회적,최종,신종",KB금융
185,"ESG,KB금융,친환경,관계자,KB,5000억,유로화,8540억,공제회,보험사,투자자,투자가,만기별,기관투자가,증권사,9억,지배구조,국민은행,위원회,금융회사",KB금융
186,"KB,KB금융,국민은행장,국민은행,허인,빅테크,계열사,000억,3조,위원회,ESG,순이익,3연임,5만,4만,대추위,다변화,윤종규",KB금융
187,"계열사,국민은행장,KB,국민은행,허인,은행장,KB금융,리딩뱅크,이동철,박정림,경영성과,위원회,양종희,수성,관계자,윤종규,후보자,리딩",KB금융
188,"콜옵션,신종자본증권,ESG,KB,관계자,2000억,수요예측,친환경,지속가능채권,발행금리,투자자,KB금융,응찰율,8540억,3배,4620억",KB금융
189,"콜옵션,ESG채권,ESG,5000억,KB,투자자,8540억,투자자들,응찰율,공제회,보험사,지속가능채권,증권사,친환경,최저수준,650억,금융지원,4350억,금융권,2000억,지주사,KB금융지주,KB금융,발행,금융,원화,수준,채권,사업,형태",KB금융
190,"계열사,국민은행장,은행장,국민은행,허인,KB,경영성과,위원회,리딩뱅크,KB금융,관계자,윤종규,계열사대표이사후보추천위원회,우리은행,경쟁사들,경쟁사,신한,지배구조,위기관리,차세대,후보자군,코로나19",KB금융
191,"ESG,콜옵션,KB금융,지속가능채권,5000억,KB,관계자,친환경,금융그룹,ESG채권,3000억,8540억,응찰율,투자자,KB금융그룹,투자자들,속도감,선제적,650억",KB금융
